Date,Image,Size,Species,Confidence,Morph,Price
202410,f2aaf0966a19bd21676d3df7d4b8c12a.jpg,baby,crestedgeko,,lily,70000.0
202410,2e42e885235bf381b702f621fc3e278f.jpg,baby,crestedgeko,,lily,70000.0
202410,31ed433936af388cd2eda86775412bff.jpg,baby,crestedgeko,,lily,90000.0
202410,524f27eea0cfc9370e4b7cd2884da3a4.jpg,baby,crestedgeko,,lily,100000.0
202410,c647cc113520d75a0dfb88b715777d59.jpg,baby,crestedgeko,,lily,80000.0
202410,05925a93e14defebe1f16cce9fedd74a.jpg,baby,crestedgeko,,lily,60000.0
202410,2bd0b894aad539bc76ec7aa72feaaca7.jpg,baby,crestedgeko,,lily,60000.0
202410,149b3052351b66ba81df309bcc49efcf.jpg,baby,crestedgeko,,lily,70000.0
202410,68b806ec69d5443acb4f689c42155b76.jpg,baby,crestedgeko,,lily,60000.0
202410,f2b73cd9ddb899d987ceb2559401d655.jpg,baby,crestedgeko,,lily,70000.0
202410,0607c49cac884b60fc3d761da96ad7a9.jpg,baby,crestedgeko,,undefined,20000.0
202410,677fd971570bd8c791f74ba995bc53ff.jpg,baby,crestedgeko,,undefined,30000.0
202410,9e19e3619f1803a5d8cb6ea87444d3ab.jpg,baby,crestedgeko,,undefined,25000.0
202410,18bbdc0c06f0af1cb98bce87c9720455.jpg,baby,crestedgeko,,undefined,42000.0
202410,310c16d8d3d6fa0edec1e940d43c448a.jpg,baby,crestedgeko,,undefined,30000.0
202410,d0191e57226dbcac7bd92b98bd4b3698.jpg,baby,crestedgeko,,undefined,30000.0
202410,47312742c2fcbba8def424fad1675737.jpg,baby,crestedgeko,,undefined,30000.0
202410,d9b8dcf63faed6a9812944b85df3502e.jpg,baby,crestedgeko,,undefined,20000.0
202410,c50ee3feca9d4fec2b370f37d8deda6b.jpg,baby,crestedgeko,,undefined,18000.0
202410,d10e44a4251a4b6f6b5772305a754424.jpg,baby,crestedgeko,,undefined,35000.0
202410,6f1cba51a13541b9d870fd62693b67c1.jpg,baby,crestedgeko,,undefined,25000.0
202410,aa2706c380f2150df33149e9009adf67.jpg,baby,crestedgeko,,undefined,22000.0
202410,16210c61d4fbf85547d2b1d8cb503a1f.jpg,baby,crestedgeko,,undefined,25000.0
202410,41301983698a898f8903c94f8ce0ceff.jpg,baby,crestedgeko,,undefined,25000.0
202410,9ec856f0f86e2f6a928976d27a07f1e6.jpg,baby,crestedgeko,,undefined,30000.0
202410,c97ab533f5667de57fabadaae7430edd.jpg,baby,crestedgeko,,undefined,30000.0
202410,51809f0ddba7347e545c4aa52f200709.jpg,baby,crestedgeko,,undefined,30000.0
202410,8b4e470a61057daf08c5ed46fef5c446.jpg,baby,crestedgeko,,undefined,30000.0
202410,e685b8c00559ffb055411e6b27ded080.jpg,baby,crestedgeko,,undefined,22000.0
202409,29a2224408e5cbddb64af4f3e05e2a11.jpg,baby,crestedgeko,,lily,68000.0
202409,90170d14d2a05a2da5a9afcd67dcbc73.jpg,baby,crestedgeko,,undefined,80000.0
202409,3b01928443aa3b58586996ea50d1010e.jpg,baby,crestedgeko,,undefined,60000.0
202409,740ea5addd0bb5b1c0ca21680b29716d.jpg,baby,crestedgeko,,undefined,120000.0
202409,6498b6a6dad22e5ab5e9839a8ebfb819.jpg,baby,crestedgeko,,undefined,45000.0
202409,afc85514879f73980d33b363639abcbc.jpg,baby,crestedgeko,,undefined,80000.0
202409,d0410c2eb1a273d8a2086fc8e4575930.jpg,baby,crestedgeko,,undefined,45000.0
202409,85519a5480a4c7f53b149cd50d541fcf.jpg,baby,crestedgeko,,undefined,30000.0
202409,805393537cab0926c3752cfa483ee74e.jpg,baby,crestedgeko,,undefined,25000.0
202409,ed5eed294f871f6e1e0e019d6b437e85.jpg,baby,crestedgeko,,undefined,30000.0
202409,0699281fa58a3c0d0d70c3f98ee6e7dc.jpg,baby,crestedgeko,,undefined,48000.0
202409,2f86303a0f9e06453fe489e5f79a2a9d.jpg,baby,crestedgeko,,undefined,25000.0
202409,8c27fdfe6cf53074025d66fa12c2d74c.jpg,baby,crestedgeko,,undefined,28000.0
202409,86e69ac7564b3b6bd41bc4f436b507ca.jpg,baby,crestedgeko,,undefined,20000.0
202409,9ce46c3730010a93d0796782adb4105a.jpg,baby,crestedgeko,,undefined,45000.0
202409,18af7a55b2e3f696dd0e49ac284770b4.jpg,baby,crestedgeko,,undefined,26000.0
202409,edbd93c7f6a45e5a8b2122209c171220.jpg,baby,crestedgeko,,undefined,25000.0
202409,563366cac3221c3179bb7278e92dcc30.jpg,baby,crestedgeko,,undefined,45000.0
202409,fbfa4e950fbbd0b43775398976265276.jpg,baby,crestedgeko,,lily,60000.0
202409,e60bfd9d1e8eefebf4164251e99e3bb7.jpg,baby,crestedgeko,,undefined,20000.0
202409,3dd0b543463817a69afbf7051fda0e79.jpg,baby,crestedgeko,,undefined,20000.0
202409,ec72025c2fdbec30e2aa672da1701052.jpg,baby,crestedgeko,,undefined,25000.0
202409,89de8c1eadd638a6b3a92543b815fbeb.jpg,baby,crestedgeko,,undefined,35000.0
202409,649a110d9a611bdd60330de378658569.jpg,baby,crestedgeko,,undefined,20000.0
202409,5904269704bd22a06317514075d9baad.jpg,baby,crestedgeko,,undefined,35000.0
202409,8a2560d9b549db5d4a1701f392d207a7.jpg,baby,crestedgeko,,undefined,35000.0
202409,a285678bf4387a03bc7ece2bb67b3977.jpg,babeadult,crestedgeko,,lily,120000.0
202409,5cf2e81ad60ac598251465670554ef99.jpg,baby,crestedgeko,,lily,70000.0
202409,d312c58746f527e3d616e1c7fcf16df8.jpg,baby,crestedgeko,,lily,90000.0
202409,383525f823e91efb0e2fcff1b6ce3d3e.jpg,baby,crestedgeko,,lily,60000.0
202409,769c5a3297b84b4fef05cdb8f8040c8b.jpg,baby,crestedgeko,,lily,90000.0
202409,73c3d4c6e4f529149f5dbd287123d8d7.jpg,baby,crestedgeko,,lily,70000.0
202409,9e93c698fe0a8157f5112b31c8657c4f.jpg,adult,crestedgeko,,undefined,180000.0
202409,57091a5f6de9485dc593b24c1413b055.jpg,adult,crestedgeko,,undefined,80000.0
202409,be17c5a2575b0d94d98060c82af5fca4.jpg,adult,crestedgeko,,lily,120000.0
202409,e914f3f0b39bde16af7dfce6597c5262.jpg,babeadult,crestedgeko,,lily,60000.0
202409,665838134c33d22967c6847e376fa794.jpg,baby,crestedgeko,,lily,60000.0
202409,3d900afcb0fde448aa4e208906ad84c9.jpg,baby,crestedgeko,,lily,80000.0
202409,c4f4ffc2cf89844911034a907fa83c18.jpg,baby,crestedgeko,,lily,68000.0
202409,01442690b19402ef06f0acaf8199ccd0.jpg,baby,crestedgeko,,undefined,22000.0
202409,eac553eb97dd3335a4c82926b6b085d3.jpg,baby,crestedgeko,,undefined,36000.0
202409,c9c541abaa909da245aa07fc73bc9d1d.jpg,baby,crestedgeko,,undefined,34000.0
202409,c4b6ceab6c47221bb240e7522bd681f2.jpg,baby,crestedgeko,,undefined,28000.0
202409,491c3dc91d8ac318c381d59dd677faba.jpg,baby,crestedgeko,,undefined,28000.0
202409,ebdd2ccfd36b2beac6707eb18ca17a6b.jpg,baby,crestedgeko,,undefined,36000.0
202409,949162b498dab39b039385cfff0f4b83.jpg,baby,crestedgeko,,cappucino,120000.0
202409,ce6a7f712bbd0cb7c185843cf997400c.jpg,baby,crestedgeko,,undefined,37000.0
202409,66931629679f493ade2bd8ff9169dc3f.jpg,baby,crestedgeko,,undefined,35000.0
202409,13ba7d41e0ff7fe843499a5809fbdd94.jpg,baby,crestedgeko,,lily,90000.0
202409,31d2688735bbd02d88adf560d614302c.jpg,baby,crestedgeko,,lily,65000.0
202409,354f9e0caf6536714571e20b0234e785.jpg,baby,crestedgeko,,lily,65000.0
202409,f1d6ced0b77da8a5defcbfad3717e774.jpg,baby,crestedgeko,,lily,70000.0
202409,3d0b4abc21021fb6d2cc0202bee0e469.jpg,baby,crestedgeko,,lily,80000.0
202409,1db35d48a86672402f0c6e23613206eb.jpg,baby,crestedgeko,,lily,120000.0
202409,782fda5b2e5443be8e1c9cf7c794030c.jpg,baby,crestedgeko,,lily,120000.0
202409,aca7d68478b3e836a93a51b6ea30bd61.jpg,baby,crestedgeko,,cappucino,140000.0
202409,6310c1f1cb710f22b98b7ee240f19b6d.jpg,babeadult,crestedgeko,,cappucino,180000.0
202409,1b4b85adb4ca895e4ea69b13fefd5c2d.jpg,baby,crestedgeko,,frapuccino,340000.0
202409,2158dda84aa7d979c19748fac2cd9040.jpg,baby,crestedgeko,,frapuccino,320000.0
202409,0ae629507d37d30b872e1268cf9e34a2.jpg,babeadult,crestedgeko,,frapuccino,360000.0
202409,f0ca0cc66eeb7f291e3d980270ec7108.jpg,adult,crestedgeko,,undefined,30000.0
202409,a8f8989b48c4b7ad343819ec488d454d.jpg,baby,crestedgeko,,lily,60000.0
202409,e4e94d7a1ae42fafc3a60c94781e2e5b.jpg,baby,crestedgeko,,undefined,20000.0
202409,3d43f692fd30177adbe25b63a6ac57da.jpg,baby,crestedgeko,,undefined,20000.0
202409,c7e97929f74e072184fb32719b43757a.jpg,baby,crestedgeko,,undefined,25000.0
202409,251a1bb947b31f788c575a90704a2117.jpg,baby,crestedgeko,,undefined,20000.0
202409,1b7417f5884e16389ef9f87f638eca30.jpg,baby,crestedgeko,,undefined,52000.0
202409,39b692e550bd74d2fd212a1399ad0a9f.jpg,baby,crestedgeko,,undefined,48000.0
202408,bce2bb06eec6b834efc1ba4474f96b16.jpg,baby,crestedgeko,,undefined,28000.0
202408,d98fe455a3e18da5f8ce6008d1906670.jpg,baby,crestedgeko,,lily,48000.0
202408,3db072791c65dc29ac0d2d932b0f1fc6.jpg,baby,crestedgeko,,lily,60000.0
202408,02df87fb07ef2a3dac871a0865e122d1.jpg,baby,crestedgeko,,lily,80000.0
202408,0b3d63a924c0860fd1464d27f25157fb.jpg,baby,crestedgeko,,lily,56000.0
202408,5cc58377bff1231b3a31055269743679.jpg,baby,crestedgeko,,lily,42000.0
202408,924dce4ebf9fc3571e1e51652b51fb97.jpg,baby,crestedgeko,,undefined,22000.0
202408,6b6b8e637e6e211a2342a92ea4b6c680.jpg,baby,crestedgeko,,undefined,35000.0
202408,4fb933c9528fabf15ca39bec0ef0cb52.jpg,baby,crestedgeko,,undefined,35000.0
202408,7863ff0e28a907a514fa4cb9b63a0033.jpg,baby,crestedgeko,,undefined,25000.0
202408,4cf56089b84528643ff6b9bc39ad4e67.jpg,baby,crestedgeko,,cappucino,90000.0
202408,4a27d9f77447d745a448dbad136d8a31.jpg,baby,crestedgeko,,cappucino,80000.0
202408,2573fbcddbd41ab1906bea4d929dff41.jpg,baby,crestedgeko,,cappucino,90000.0
202408,f7a1cc77b75fe1700ead97a0d93a1995.jpg,baby,crestedgeko,,cappucino,100000.0
202408,0788448a93028b200a9db8403b90bca2.jpg,baby,crestedgeko,,cappucino,80000.0
202408,99a426a92d9c3e382c8f6877f05d0b4d.jpg,baby,crestedgeko,,cappucino,130000.0
202408,2cba5f665e937e2b2dc602b57ab29529.jpg,baby,crestedgeko,,cappucino,140000.0
202408,80bcda1c896cac24584dde242dedd61a.jpg,subadult,beardydragon,,dark,950000.0
202408,93d554215677a958ae8ea52068d6a66b.jpg,babeadult,crestedgeko,,undefined,140000.0
202408,ae8bf8ab283ad1cbaa4d34f7a07de14f.jpg,subadult,crestedgeko,,frapuccino,300000.0
202408,ff37d8290a22696e0ec6199e5bb16dea.jpg,baby,crestedgeko,,undefined,25000.0
202408,910564f3b270cb27b3e22648b9103eef.jpg,baby,crestedgeko,,undefined,30000.0
202408,c96c1a5e0d573bee040ce410565ab5bf.jpg,baby,crestedgeko,,undefined,30000.0
202408,0ece16a1ec215ea0beeda4ae93dbaeaf.jpg,baby,crestedgeko,,undefined,22000.0
202408,7e6ce1dee304d51eef627fe8380c2a24.jpg,baby,crestedgeko,,undefined,42000.0
202408,717e0407d130a38779c1f58979b30531.jpg,baby,crestedgeko,,undefined,20000.0
202408,94b847c5980098372df2f78aeeb73ac6.jpg,baby,crestedgeko,,undefined,28000.0
202408,0a99900aad10ae8410423e4c245a63ca.jpg,baby,crestedgeko,,undefined,20000.0
202408,4f5643caf4d5ea7b8360b768bc46dde3.jpg,baby,crestedgeko,,undefined,25000.0
202408,50a5d5cb7af7bd36515a24ac68dfce6b.jpg,baby,crestedgeko,,undefined,22000.0
202408,97f1354cfbc71d4e4f96a91448150625.jpg,baby,crestedgeko,,undefined,28000.0
202408,ad02827653e6cfa1587663b8dae39001.jpg,baby,crestedgeko,,undefined,22000.0
202408,4fd7a898d48aae5464172782785950de.jpg,baby,crestedgeko,,undefined,22000.0
202408,5854961493a96612b5f0f5d528ef3ae2.jpg,baby,crestedgeko,,undefined,22000.0
202410,c709b23e5e6fe20d6a93f91ffec7e41e.jpg,babeadult,crestedgeko,,undefined,260000.0
202408,70db69a8588b7bfb7b5afde6b12aa389.jpg,baby,crestedgeko,,lily,480000.0
202408,3fc5ca90a9e7053f91580df808c7bb0b.jpg,baby,crestedgeko,,lily,200000.0
202408,22ab66153b0c56936df6a0fcba9d67dd.jpg,baby,crestedgeko,,spotless,30000.0
202408,42f4663df2607b8ff95040473400610f.jpg,undefined,leopard,,undefined,40000.0
202408,f1d5e444675f15c4672f8594acee2468.jpg,undefined,leopard,,undefined,60000.0
202408,e2a9cf2ee7c1e3b5f83a2864d7c37821.jpg,undefined,leopard,,undefined,60000.0
202408,4c32499bbc38402f5d92a03b3c99d949.jpg,undefined,leopard,,undefined,60000.0
202408,0c3379e3b437863e9cf768015834ed49.jpg,undefined,leopard,,undefined,70000.0
202408,264be6e1d72e11932cf31bfb9bdb2c2b.jpg,undefined,leopard,,undefined,70000.0
202408,ec05084c113f6c6666d716e34c9e9a7d.jpg,undefined,leopard,,black,90000.0
202408,4ed3ec51188ea299cc3b29802a2fa2df.jpg,baby,crestedgeko,,lily,70000.0
202408,683013bc245213332b00b19a58cd6d60.jpg,baby,crestedgeko,,lily,60000.0
202408,1e86d4f8a93b8b8122790e547cbf4fc4.jpg,baby,crestedgeko,,lily,60000.0
202408,4247261a3f5ca7aaa2bc2037bef9001e.jpg,baby,crestedgeko,,lily,70000.0
202408,054171a13870e9ba1d6dfe04b80a9c64.jpg,baby,crestedgeko,,lily,80000.0
202408,a8415882cff7279b06fc7d5f4d64a43a.jpg,baby,crestedgeko,,lily,80000.0
202408,78628e1c44f8cd28ba6d7f005b24bb0c.jpg,baby,crestedgeko,,lily,130000.0
202408,2abcecb8180c198e6ba1e786c6add079.jpg,baby,crestedgeko,,lily,140000.0
202408,cc1985d25052b05699e97ee2f1583c86.jpg,baby,crestedgeko,,lily,100000.0
202408,d0f5eda59c9f0d438ca0e7d19c3ee66b.jpg,baby,crestedgeko,,undefined,32000.0
202408,140c84b413d486ac3ea316be4e411a1e.jpg,baby,crestedgeko,,undefined,38000.0
202408,773751d3ffdf6b018785eadba11d2808.jpg,baby,crestedgeko,,undefined,38000.0
202408,4685a0d1bba3e555cd1e30b860cb33f3.jpg,baby,crestedgeko,,undefined,28000.0
202408,ad2aef946f5435fdbffe7a970d216354.jpg,baby,crestedgeko,,undefined,40000.0
202408,06dec7fb6aa37bed1d6d3af12cac5499.jpg,baby,crestedgeko,,cappucino,160000.0
202408,06f7ec4bdec3f1ded3dd39026705a753.jpg,baby,crestedgeko,,undefined,32000.0
202408,047dd2654d078930b9173ce5eb70582a.jpg,baby,crestedgeko,,undefined,20000.0
202408,3fe0e6ed1d52ee269768341195397f64.jpg,baby,crestedgeko,,undefined,42000.0
202408,dc8ab6696e4bfb75a310b99c4121f10b.jpg,baby,crestedgeko,,undefined,22000.0
202408,70cacd14fe010a72d25373bd08ca15e4.jpg,baby,crestedgeko,,undefined,25000.0
202408,e413692296ec278cc95a750b2b7c86ae.jpg,baby,crestedgeko,,undefined,30000.0
202408,80e732dc94b8bd84a2c0ac7e6baea0ef.jpg,baby,crestedgeko,,undefined,25000.0
202408,445a09d0da648f7927241a81e836ede0.jpg,baby,crestedgeko,,undefined,25000.0
202408,57f599625c014e05b65f8c43b89cfdf7.jpg,baby,crestedgeko,,lily,280000.0
202408,46ccd73c6993d3f8a5110270cccbf61a.jpg,baby,crestedgeko,,undefined,38000.0
202408,8467457b1e38e931d949607718ee4784.jpg,baby,crestedgeko,,undefined,60000.0
202408,a5aae869b18b1853aa1998ca45c5c641.jpg,baby,crestedgeko,,undefined,25000.0
202408,6f1971b9da6dad6d21f0faa1f90c6b57.jpg,baby,crestedgeko,,undefined,22000.0
202408,6945d7a4ca0071ab03fe1e4246c27fe7.jpg,baby,crestedgeko,,undefined,22000.0
202408,d30076654db5f33ace0617eac9979447.jpg,baby,crestedgeko,,undefined,25000.0
202408,3acd35479c48ce1ff3f7e3fcbf2d7cc9.jpg,baby,crestedgeko,,undefined,21000.0
202408,546b36fc0413d921a5b1afd152526e45.jpg,baby,crestedgeko,,undefined,22000.0
202408,cf89cf4635ca04b7cd338f359adad515.jpg,baby,crestedgeko,,undefined,40000.0
202408,ef27ae183ccd34a74f8129b9fe223091.jpg,baby,crestedgeko,,undefined,60000.0
202408,13a6b12bf738133d56a4dd1c43ba1005.jpg,baby,crestedgeko,,undefined,28000.0
202408,c7d95ed61f75969a12e984795401ab94.jpg,baby,crestedgeko,,undefined,60000.0
202408,754f792405c710d7bfebaee863d962f8.jpg,baby,crestedgeko,,lily,40000.0
202408,61a46108fbc78dd4944a8004076a6105.jpg,baby,crestedgeko,,lily,35000.0
202408,1f97caa9d793452722081ecc7c64accb.jpg,baby,crestedgeko,,undefined,25000.0
202408,79afdddddb1a91c8b9244e6a40ec2f08.jpg,baby,crestedgeko,,undefined,25000.0
202408,a6da8edc9ef3dd371db8b56812bb176e.jpg,baby,crestedgeko,,undefined,22000.0
202408,e1a6605716bb4aaf6dac1a5b82912bb3.jpg,baby,crestedgeko,,undefined,20000.0
202408,df3ec2ea0dd012962cca7b15a46e9bbf.jpg,baby,crestedgeko,,undefined,60000.0
202408,73e833c9068a87204686838585511f65.jpg,baby,crestedgeko,,undefined,20000.0
202408,26a60b77aadf20106c9a449f4a2fdace.jpg,baby,crestedgeko,,undefined,20000.0
202408,56f4117a3a2388839018f070cecc82f5.jpg,baby,crestedgeko,,undefined,30000.0
202408,eb69548ed6ceb2c8dfed6d77ae5644dd.jpg,baby,crestedgeko,,undefined,35000.0
202408,c1d8570af938ffddc421070dac08676e.jpg,baby,crestedgeko,,undefined,30000.0
202408,497a3194ba1acdf7fd8a38aa06a0dcb1.jpg,baby,crestedgeko,,undefined,22000.0
202408,90dd8938d1c99293ebbab69eeebb8e37.jpg,baby,crestedgeko,,undefined,24000.0
202408,8b68beff900a885c2adf1a7385da850d.jpg,baby,crestedgeko,,undefined,26000.0
202408,abe6c9a731e42e3406f566e40aeb9883.jpg,baby,crestedgeko,,undefined,26000.0
202408,ef771bd8f837d0b3e0c33fde8a4718a9.jpg,baby,crestedgeko,,undefined,24000.0
202408,8abab4f66bfc69dc71db072cbd85f185.jpg,baby,crestedgeko,,undefined,60000.0
202408,92aaa1f641a913da1a463d567ad61a81.jpg,baby,crestedgeko,,undefined,36000.0
202408,9460a93b534bd204e8a111700caf1d26.jpg,baby,crestedgeko,,undefined,36000.0
202408,c5f83fed596da8cf40a75e7f04ab8921.jpg,babeadult,crestedgeko,,lily,140000.0
202408,531d7b7b2313e5fdaa4073ce62db3253.jpg,baby,crestedgeko,,undefined,100000.0
202408,8459135677dbfb56a3c35970405ee9ef.jpg,babeadult,crestedgeko,,undefined,180000.0
202408,f4f3447d6cbc6557d231419fb0df1dfd.jpg,babeadult,crestedgeko,,undefined,140000.0
202408,ef753d5ab828de6d35dcfa8f28615ba3.jpg,baby,crestedgeko,,undefined,100000.0
202408,a2dd9929508c80e71e7fa37b110df09e.jpg,baby,crestedgeko,,undefined,120000.0
202408,6929ec4236af3bf5906346c555f95af6.jpg,baby,crestedgeko,,lily,50000.0
202408,848ba5aca8f48794398be0f7bd300e0c.jpg,baby,crestedgeko,,lily,160000.0
202408,88d21f07038f16b4bdbfd1fb6bbe9622.jpg,baby,crestedgeko,,lily,180000.0
202408,e29f41afcf7ddf8b34ae9ae952069966.jpg,undefined,others,,undefined,550000.0
202408,6935a49c7b455f3edff66a3f2943386d.jpg,undefined,crestedgeko,,green,46000.0
202408,19168280333f75a879ea00d0d170c663.jpg,undefined,others,,undefined,340000.0
202408,38ed1601a67c3e5124eedff193003822.jpg,undefined,geko,,undefined,200000.0
202408,91da847ea62cbd210671ee119aaafdbf.jpg,adult,crestedgeko,,dalmatian,120000.0
202407,5236fcd18ab4d6731bcbb818228f4b4b.jpg,undefined,geko,,green,85000.0
202407,5e666a98e74d8b8732ab7ad2713aeb08.jpg,baby,crestedgeko,,undefined,28000.0
202407,551fa02be8adfa72d4f02ad23cd8adc0.jpg,baby,crestedgeko,,undefined,24000.0
202407,0f7adca3e09da5b49d39a6b86cb02429.jpg,baby,crestedgeko,,undefined,28000.0
202407,4781f5433b7cc106d887793609ceff5b.jpg,baby,crestedgeko,,lily,220000.0
202407,58bd0b285eef7ac3a27c1f283f1669f8.jpg,baby,crestedgeko,,lily,160000.0
202407,e568d0dd367fdd52baefeac3b94de788.jpg,baby,crestedgeko,,lily,180000.0
202407,06dd75ec9c660d72c7be7ee08465056c.jpg,baby,crestedgeko,,lily,180000.0
202407,3a78798c2a60a1bf296431cba6d69211.jpg,baby,crestedgeko,,undefined,28000.0
202407,6f265693623555c60f746df09f7a0cba.jpg,baby,crestedgeko,,lily,38000.0
202407,6c4a386029bf6f136421bddc335fdee4.jpg,baby,crestedgeko,,undefined,33000.0
202407,59af07d74d4d38693cf29dd795ec6b61.jpg,baby,crestedgeko,,undefined,30000.0
202407,ba555aac7cd43536f364856cb27caaa6.jpg,baby,crestedgeko,,lily,140000.0
202407,a2a9aee45d5c6ea0359a530a59e6b554.jpg,baby,crestedgeko,,lily,160000.0
202407,700749a96439dd07ae11faa9fa471f1d.jpg,baby,crestedgeko,,lily,50000.0
202407,9b3bb2621d43f488074fd1aff33c3d2b.jpg,baby,crestedgeko,,lily,45000.0
202407,d3cd98e65eee0b0c6f99ed5d480d6a72.jpg,baby,crestedgeko,,lily,45000.0
202407,a5b0df44f63411e94638733c1acc1b64.jpg,baby,crestedgeko,,lily,50000.0
202407,d1ff32337f5ff77e2ac4a3f65eb06d8b.jpg,baby,crestedgeko,,lily,45000.0
202407,56bc04a082cba8fe49774dd7cf5759f6.jpg,baby,crestedgeko,,lily,45000.0
202407,cbfd732f97c4a2e4b2a504f866416791.jpg,baby,crestedgeko,,lily,45000.0
202407,cb8ca8bc02655875690d83e2e958a645.jpg,baby,crestedgeko,,lily,70000.0
202407,a8942dbe89e38ff50a60645a18a2c35e.jpg,baby,crestedgeko,,lily,50000.0
202407,0adeda5a26b7e39df8561cec004e0051.jpg,baby,crestedgeko,,lily,60000.0
202407,349d0930fec95ee9f37d86e11c839d8d.jpg,baby,crestedgeko,,lily,50000.0
202407,276c9e9b529c7153f5ebc3441a3c24cf.jpg,baby,crestedgeko,,lily,120000.0
202407,69272fdb195729b1a8b0419aab4e6a83.jpg,baby,crestedgeko,,lily,50000.0
202407,0f8fcfcb371133da1198dd804b0769f9.jpg,baby,crestedgeko,,lily,50000.0
202407,d42c452aadc82f0074d4433e57ecd168.jpg,baby,crestedgeko,,lily,55000.0
202407,2ad696d6647b7da3e1a5cb89dca09bb3.jpg,baby,crestedgeko,,lily,60000.0
202407,603fc5b37af626febd3b9f92f95916be.jpg,baby,crestedgeko,,lily,70000.0
202407,39de825a50304bd0e9306334d025e799.jpg,baby,crestedgeko,,undefined,26000.0
202407,decdacaf6485b22dff9b566e6da5544d.jpg,baby,crestedgeko,,undefined,30000.0
202407,a752839c478215e03ca91bb5db864d9e.jpg,undefined,skink,,undefined,40000.0
202407,d1170655f208560ee3afcf851be1d237.jpg,undefined,snake,,undefined,140000.0
202407,d6885e469de99de153e410ebfa66f0bd.jpg,baby,turtle,,undefined,29000.0
202406,40b6480b3a137b3c1e4cbeb9b8dcb7c7.jpg,baby,crestedgeko,,lily,50000.0
202406,3a4d7f2b61554fe486c988490a8e12ba.jpg,baby,crestedgeko,,lily,50000.0
202407,2a6bf234b838d41392bcb676f38a9919.jpg,baby,crestedgeko,,lily,80000.0
202406,27943fb1e708a6e16b28ace9f16b4118.jpg,baby,crestedgeko,,lily,60000.0
202406,2df80948845d4175dd63444c0e107430.jpg,baby,crestedgeko,,frapuccino,200000.0
